QuoteId,Flight Cost,Direct,QuoteDateTime,Carriers,OutboundLeg.OriginId,OutboundLeg.DestinationId,OutboundLeg.DepartureDate
1,105,False,2021-10-26T20:22:00,Spirit Airlines,65368,60987,2021-12-01T00:00:00
2,149,True,2021-10-26T20:22:00,jetBlue,65368,60987,2021-12-01T00:00:00
